text,text_with_marker,Sentiment,Regard,SDG16_danger_score,danger_label
"Celebrity Family Feud (w. K West and the Kardashians) did better in the ratings than the Tony Awards. Kanye 1, Deniro 0.","Celebrity Family Feud (w. K West and the Kardashians) did better in the ratings than the Tony Awards. Kanye 1, Deniro 0.",positive,positive,0.0009,
I will name and shame (((them))) all  😁 😁 😁,I will name and shame (((them))) all  😁 😁 😁,negative,negative,0.0011,
I bet they didn't think of THIS when they imposed new regulations on #Uber and #Lyft in New York City. ,I bet they didn't think of THIS when they imposed new regulations on #Uber and #Lyft in New York City. ,negative,negative,0.0011,
5/ And finally the pitch – sign up for their mailing list which they totally won’t sell to anyone else…because they are already professional spammers who will flood your inbox with a toxic combo of paranoid rants and terrifying examples of why you should buy all your stuff from them.,5/ And finally the pitch – sign up for their mailing list which they totally won’t sell to anyone else…because they are already professional spammers who will flood your inbox with a toxic combo of paranoid rants and terrifying examples of why you should buy all your stuff from them.,negative,negative,0.0013,
Tea Party Patritos Honor Rep. JimJordan:  via @YouTube,Tea Party Patritos Honor Rep. JimJordan:  via @YouTube,neutral,negative,0.0007,
Think they would be promoting this if it was Swedish men who were going to get fucked by the muslim trash. These countries are sacrificing their women to evil why don't the Swedish men be the ones that need to fuck these savages and raise the children as their own. What no takers..then you are evil.,Think they would be promoting this if it was Swedish men who were going to get fucked by the muslim trash. These countries are sacrificing their women to evil why don't the Swedish men be the ones that need to fuck these savages and raise the children as their own. What no takers..then you are evil.,negative,negative,0.9951,potentially threatening_content
 NoKo wants in, NoKo wants in,neutral,neutral,0.0012,
White people post WW2 They are that stupid. Allowing all this bullshit to happen right under their noses Western civilization was smart cunning and superior. Rest is all envy,White people post WW2 They are that stupid. Allowing all this bullshit to happen right under their noses Western civilization was smart cunning and superior. Rest is all envy,negative,negative,0.8611,potentially threatening_content
"NICE!  Channeling Margaret Sanger!! You seem to have been raised by ""people"" that ADVOCATE the murder of millions of helpless humans!  They were no better than Nazis and neither are you! FOaD! Oh and Mute","NICE!  Channeling Margaret Sanger!! You seem to have been raised by ""people"" that ADVOCATE the murder of millions of helpless humans!  They were no better than Nazis and neither are you! FOaD! Oh and Mute",negative,negative,0.001,
"Seems more applicable to jews. Whites have nowhere to flee to this time as they slowly become 56, censored, disarmed. I don't consider that winning. Slowly losing makes more sense. I mean, we could flee to Antarctica if we had affordable tech that would make it possible.","Seems more applicable to jews. Whites have nowhere to flee to this time as they slowly become 56, censored, disarmed. I don't consider that winning. Slowly losing makes more sense. I mean, we could flee to Antarctica if we had affordable tech that would make it possible.",negative,negative,0.0009,
"OCTOBER SURPRISE  SGTreport Published on Oct 24, 2018  ","OCTOBER SURPRISE  SGTreport Published on Oct 24, 2018  ",positive,neutral,0.0009,
All the sudden my GAB app crashes and closes each time I go to my notifications. It's like @jack chased me here to censor me cuz doing it on Twitter isn't enough 😂😂,All the sudden my GAB app crashes and closes each time I go to my notifications. It's like @jack chased me here to censor me cuz doing it on Twitter isn't enough 😂😂,negative,negative,0.0008,
"CROWD: DRAIN THE SWAMP, DRAIN THE SWAMP, DRAIN THE SWAMP!","CROWD: DRAIN THE SWAMP, DRAIN THE SWAMP, DRAIN THE SWAMP!",neutral,neutral,0.0019,
Libtard MSM in the UK...  BREXIT..It was the Russians  TRUMP..It was the Russians  Nerve Agent attack in Salisbury England.. It wasnt the Russians..,Libtard MSM in the UK...  BREXIT..It was the Russians  TRUMP..It was the Russians  Nerve Agent attack in Salisbury England.. It wasnt the Russians..,negative,negative,0.0006,
I think I will call right now,I think I will call right now,neutral,neutral,0.0008,
"Since you're never wrong, where is your exact translation, Giuseppe?","Since you're never wrong, where is your exact translation, Giuseppe?",neutral,neutral,0.0008,
TBH Gab black pills me because there are so many of these mental retards on full display.,TBH Gab black pills me because there are so many of these mental retards on full display.,negative,negative,0.0006,
Getting rid of the swamp creatures in Congress will undoubtedly force us all to make difficult choices in the future.  Here's hoping that means we'll be sending more fighters and fewer RINOs to Congress in November. -- Alicia Colon,Getting rid of the swamp creatures in Congress will undoubtedly force us all to make difficult choices in the future.  Here's hoping that means we'll be sending more fighters and fewer RINOs to Congress in November. -- Alicia Colon,neutral,negative,0.0006,
And Bill Cosby screwed the ones that were sleeping!  Wakka wakka wakka...  You know...  because Fat Albert...,And Bill Cosby screwed the ones that were sleeping!  Wakka wakka wakka...  You know...  because Fat Albert...,negative,negative,0.0043,
 #SkyKing #RememberRich, #SkyKing #RememberRich,neutral,neutral,0.0006,
"That huge hanging plastic tanspray -thing needs alot more stone, you think?","That huge hanging plastic tanspray -thing needs alot more stone, you think?",negative,neutral,0.9267,potentially threatening_content
"#UK: #Syrian #Terrorists Can't Possibly Be Planning #ChemicalWeapons #FalseFlag, Because #Russia Said They Are ","#UK: #Syrian #Terrorists Can't Possibly Be Planning #ChemicalWeapons #FalseFlag, Because #Russia Said They Are ",negative,negative,0.0009,
"Oops, got suspended on twitter for suggesting adults sexually attracted to babies should get offed","Oops, got suspended on twitter for suggesting adults sexually attracted to babies should get offed",negative,negative,0.0006,
Thank you so very much TDeane and a good morning to you. Some certainly pull on our heartstrings more than others. Hope you have a blessed Thursday!,Thank you so very much TDeane and a good morning to you. Some certainly pull on our heartstrings more than others. Hope you have a blessed Thursday!,positive,positive,0.0006,
"Fun Fact:  Adam Schiff, Jew, who's connected to human smuggling/child sex trafficking rings in his district, is the direct descendant of Jacob Schiff, Jewish banker/criminal,  who financed the overthrow of Russia.   Jews/Israel are the fifth column in White countries.  ","Fun Fact:  Adam Schiff, Jew, who's connected to human smuggling/child sex trafficking rings in his district, is the direct descendant of Jacob Schiff, Jewish banker/criminal,  who financed the overthrow of Russia.   Jews/Israel are the fifth column in White countries.  ",negative,negative,0.9228,potentially threatening_content
"“I’m mentally ill, having mutilated my own genitals because I cannot accept how God made me. You should absolutely take my opinions on politics seriously.”       —Tranny","“I’m mentally ill, having mutilated my own genitals because I cannot accept how God made me. You should absolutely take my opinions on politics seriously.”       —Tranny",negative,negative,0.0008,
Sean Hannity proudly self-identified as a dishwasher on Life Liberty and Levin on Fox this evening. Is his career progression or Tony Montana's a more impressive embodiment of the American Dream? ,Sean Hannity proudly self-identified as a dishwasher on Life Liberty and Levin on Fox this evening. Is his career progression or Tony Montana's a more impressive embodiment of the American Dream? ,neutral,positive,0.0009,
So @DonLegaracci brought the poison social media scripts to Gab??  These radical fucks just aren't getting the message we are done with their nonsense! He has already created WAY more conflict than he could ever be worth!  #FEMACampsForInsaneLeftistFucks,So @DonLegaracci brought the poison social media scripts to Gab??  These radical fucks just aren't getting the message we are done with their nonsense! He has already created WAY more conflict than he could ever be worth!  #FEMACampsForInsaneLeftistFucks,negative,negative,0.0008,
How did I miss this masterpiece?!?!?!?!  ,How did I miss this masterpiece?!?!?!?!  ,positive,neutral,0.0006,
"'Uncle Clive' is 78 today. The man behind the ZX81 (aka Timex ZX81 in the US), the ZX Spectrum along with being a top Poker player and babe magnet (he married a lap dancer half his age) is a legend among UK #Retrogaming circles. 😀","'Uncle Clive' is 78 today. The man behind the ZX81 (aka Timex ZX81 in the US), the ZX Spectrum along with being a top Poker player and babe magnet (he married a lap dancer half his age) is a legend among UK #Retrogaming circles. 😀",positive,other,0.0008,
Deviantart:   Minds: ,Deviantart:   Minds: ,neutral,negative,0.0008,
Implying this has happened already. Just because people aren't open about it dont assume the failed altright movement miscalculated.,Implying this has happened already. Just because people aren't open about it dont assume the failed altright movement miscalculated.,negative,negative,0.0005,
