text,label,stereotype_type,category,Sentiment,Regard
"A New Look At A Report Used To Enslave Every Man, Woman & Child In America - The Deep State's Case For Perpetual War & Their 'Blueprint For Tyranny' Exposed  ",0,other,unrelated,negative,negative
RT @creativketocook:   What an AMAZING podcast with @SBakerMD @zbitter and @tnseyfried   If you are facing #cancer and are looking for alternatives to the standard of care then Please Listen!  #Keto #lchf #starvecancer #BeTheChange ,0,other,unrelated,positive,positive
"Another wonderful review for my book, Stories in the Stars. You can still get it on Amazon at the cheaper price of around £10.00/$14.00 for the next few days, until the end of August.",0,other,unrelated,positive,positive
"So, @Sargonofakkad100‍ has been locked out of his YouTube/Google account. What's the over/under on deletion within a few days? Also, @FrameGames‍ , care to re-up your thread welcoming him to the Alt-Right? Because he might be willing to listen now.",0,other,unrelated,neutral,neutral
“The deadlift also serves as a way to train the mind to do things that are hard.” — Mark Rippetoe,0,other,unrelated,neutral,positive
Think of how much trouble you save just by keeping illegals OUT of the country from the beginning and preventing their entry with a wall and tough security. Weakness leads to further demands.,0,nationality,neutral,negative,negative
NOPE.. DOING A HWYE IMITATION,0,other,unrelated,neutral,neutral
"Yes it is, about 6 years ago they started offering the injections at most Universities, I started getting mine in Charlottesville VA at UVA and I just drive there.",0,other,unrelated,neutral,neutral
"Okay, I don't value my own points that highly.  I downvote without hesitation, if the post warrants it and I don't mind that it will discourage that particular poster.",0,other,unrelated,negative,other
I am sure with the 1 week delay that the Dimms have agreed to not TRASH the judge during this delay,1,other,unrelated,neutral,neutral
I guess they fucking with the platform cause my home page on gab doesn't load the threads.  Notification works but not the home page.  Insteresting.,0,other,unrelated,negative,negative
More about #metoo which is being used as a weapon by the left now in #Canada to fuck with our next election. ,0,other,unrelated,negative,negative
"So your problem is the ""numbers""...? Not that it actually happened?",0,other,unrelated,negative,neutral
Should have spell cehcked.  I should read:  Do you know why you can not hear Easter Bunnies making LOVE?  The buck has cotton balls!,0,other,unrelated,negative,neutral
"An absolutely fascinating YouTube channel that's well worth diving in to if you've got the time. Sam vlogs various events in London and comments on the weird Royal rituals, Masonic influences that rule our society and symbology that most people wouldn't have the first clue about. Really eye opening.",0,other,unrelated,positive,positive
"These things are always sad. Typically a congenital heart defect. It could be determined via echocardiography but short of a bunch of cardiologists and ultrasound techs volunteering their time/resources, these will continue. I am not advocating eliminating football or any sport just the hopeless tra",0,other,unrelated,negative,other
Patriots Plaan To Citizen Arrest.   ,0,other,unrelated,neutral,negative
Extraordinary claims require extraordinary evidence.  No amount of screeching on social or other media will be accepted as a substitute.,0,other,unrelated,neutral,other
He cracks me up.,0,other,unrelated,positive,negative
And Sessions does Nothing !!,0,other,unrelated,negative,negative
#gab it's not just about politics,0,other,unrelated,neutral,neutral
"WATCH: Laura Ingraham Just Made George W. Bush Regret Attacking Trump, Calling Himself “Pretty Good” ",0,other,unrelated,neutral,other
All fellow minded people should write to McCains 'We are family' regarding their Halal & Kosher certified products Their address (does not require stamp) Post letter to:- Customer Relations McCain Foods (GB) Ltd FREEPOST NEA 11518 Scarborough North Yorkshire YO11 3BR Who controls the food controls t,0,other,unrelated,neutral,neutral
"How are your feet?  I am diabetic and have to pay extra close attention to them so any blister or cut gets lots of attention.  Walking should be a part of your day every day, get some good, sound shoes and take a few laps around the block.  Work up to longer distances.",0,other,unrelated,neutral,neutral
"Cape Coral, Florida: ""Video shows concealed carry permit holder shooting man in self-defense."" The perp was a convicted felon & now faces charges while laid up in the hospital while the gun hero will face no charges.   ",0,other,unrelated,negative,negative
"The Scots have done well by booting out Labour, The Welsh have done well by voting for #Brexit. The Northern Irish have done well by supporting Theresa May when that seemed like a good idea. #MUKGA is a shit hashtag but #MEGA is a great one... Lets use it to make sure #realDonaldTrump doesn't say an",0,politics,unrelated,positive,other
"Fake. If you're tying to prove something as desperately as you seem to be doing, at least be real and don't edit the text.    Hell, it takes 2 seconds to inspect element. This is just plain pathetic shitty editing. You can tell they used some paint program and JPEG compression.",0,other,unrelated,negative,negative
"Obama indebted America as much as all Presidents before him with welfare & other throw-away money programs; no infrastructures, diminished military, etc.",0,other,unrelated,negative,negative
An extremely important and illustrative post by Anonymous Conservative on the silent takeover of American society. Please read.  ,0,other,unrelated,positive,negative
A great song! Thanks for sharing.,0,other,unrelated,positive,positive
"Trump's gentry conservative GOP critics seem to be forever concerned that Trump will cause things to happen that have *already happened* while they had their heads in the sand, to wit, the death of civility, the rise of political violence, & the degradation of 'our institutions.'",0,politics,unrelated,negative,negative
Obama and Clinton were in child trafficking up to their scrawny necks. There's millions of dollars in pay off money trafficking kids and then harvesting organs when done with them. Sick globalist elites treat kids like livestock for profit. ,0,politics,neutral,negative,negative
"In an effort to earn more followers, initiate meaningful dialogue with like-minded Gab users and begin the weaning from Twitter process, I'm going to start posting my own personal tweets and engagements on my GAB feed (thoughtful ones only).",0,other,unrelated,neutral,positive
"Remember, Islam is the ""religion of peace"" and  #RefugeesWelcome . This is what ""diversity"" brings you. #SwedenIsLost",0,other,unrelated,neutral,positive
"Sure do, but however many months later and I'm 80lb lighter.",0,other,unrelated,positive,neutral
"If you are still on twitter, or facebook, then you are part of the problem.",0,other,unrelated,negative,negative
"Do you hear this, Trump?  I hope so.  Now, turn the battleships around, bring everybody home and let's secure that border!",0,other,unrelated,positive,positive
"Which Jews do you mean? Many Jews love Yeshua and many also love YHVH's Law. They certainly love it more than most Christians do, even if I think they misunderstand much of it..",0,other,unrelated,positive,other
Riley J Dennis Wants You To Believe Women.  ,0,other,unrelated,neutral,negative
Everyone that signed should be arrested today and their replacements installed as soon as possible !,0,other,unrelated,negative,negative
On the history of postmodern literature. #postmodernism #pomo #literature  ,0,other,unrelated,neutral,neutral
"Yeah, I get the first thing in the morning bit. BUT, you STILL can't back up your post. At least if you're going to shill for the kikes, have proof to back it up. Makes you much more credible and not like the antifa trolls. What say we just drop it?  Have a great white day!",0,race_ethnicity,neutral,negative,neutral
LOVE IT! The UK people are yelling TRUMP TRUMP TRUMP!!!!,0,other,unrelated,positive,negative
Live there❓U.S. Citizen❓Vote there❗️ Arizona - Doug Ducey ✅ TrumpFlorida - Ron DeSantis + Rick Scott ✅ TrumpOklahoma - Runoff #VoteRed2018 #fboLoud #tcot #maga #TrumpTrain #tpot #AmericaFirst #Patriot #TrumpsArmy #Trump2020 fboLoud.com🇺🇸,0,politics,unrelated,neutral,neutral
Gowdy did nothing to #Hillary for her private server    Yet he'll throw a shit fit over Jared doing far less    Fuck Gowdy and his soap box    #Gab #GabFam #MAGA #Trump #Kushner,0,other,unrelated,negative,negative
Cali Dems Toss Feinstein for New Guy In a Signal That the  ,0,other,unrelated,neutral,neutral
"good dig! also, there is/was a network of tunnels under lawrence, did the feds blow them up to end all trafficking through them?  why did the state really have to take over lawrence elections??  look at the lawrence pics after 'the explosion' and compare with a real gas line explosion aftermath from",0,other,unrelated,neutral,negative
